Time(ms),distanceDAM_RTState(m),RedLat(degree),RedLon(degree),RedAlt(m),RedYaw(degree),RedPitch(degree),RedRoll(degree),RedSpeedAir(km/h),RedFlyOverLoad,MissileLat(degree),MissileLon(degree),MissileAlt(m),MissileYaw(degree),MissilePitch(degree),MissileRoll(degree),MissileSpeedAir(km/h),MissileType,RedFlyOverLoadX,RedFlyOverLoadY,RedFlyOverLoadZ,distanceFF(m),AA,AA,AA,AA,RedPlatAttackAngle(degree),RedFlySideslipAng(degree),strickenFlag,damageFlag,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,synAngRat(degree/s),thetaAngRat(degree/s),phiAngRat(degree/s),synAng_Acc(degree/s^2),thetaAng_Acc(degree/s^2),phiAng_Acc(degree/s^2),PlatOverLoadX,PlatOverLoadY,PlatOverLoadZ,coeT,AA,AA,ViewValid,TrackingState,HitState,OPDrms,AA,AA,TargetLatFake(degree),TargetLonFake(degree),TargetAltFake(m),ladarType
186.666666667,22258.800186073,40.000109962,100,11000.046489503,0,-0.002398467,-0.000398467,39.969780073,0.828375465,40.199939421,99.99,10000.047662493,180,-0.001,0,22.000327289,0,0.168371454,0.000710748,0.81074144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168371454,0.000710748,0.81074144,1,0,0,0,0,0,0,0,0,40.199787629,99.98973772,10023.785383301,1
203.333333333,22257.761896184,40.000115958,100,11000.046254453,0,-0.002638313,-0.000638313,39.970332326,0.832213012,40.199936064,99.99,10000.046959742,180,-0.001,0,22.001949534,0,0.165735299,0.000682621,0.815145984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165735299,0.000682621,0.815145984,1,0,0,0,0,0,0,0,0,40.199784336,99.989737732,10023.783615631,1
220,22256.723606468,40.000121954,100,11000.046019403,0,-0.00287816,-0.00087816,39.97088458,0.836050558,40.199932706,99.99,10000.046256991,180,-0.001,0,22.003571779,0,0.163099145,0.000654494,0.819550528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163099145,0.000654494,0.819550528,1,0,0,0,0,0,0,0,0,40.199781043,99.989737744,10023.781847962,1
236.666666667,22255.698426134,40.00012795,100,11000.045784354,0,-0.002881993,-0.001,39.97140287,0.840006111,40.199929466,99.99,10000.045324128,180,-0.001118007,0,22.005177042,0,0.160475617,0.000632041,0.824170434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160475617,0.000632041,0.824170434,1,0,0,0,0,0,0,0,0,40.199777749,99.989737756,10023.779838378,1
253.333333333,22254.686781041,40.000133946,100,11000.045549304,0,-0.002642147,-0.001,39.971886091,0.844083505,40.199926348,99.99,10000.044153676,180,-0.001357853,0,22.006764772,0,0.157865126,0.000615447,0.829012699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157865126,0.000615447,0.829012699,1,0,0,0,0,0,0,0,0,40.199774453,99.989737768,10023.777579023,1
270,22253.675136113,40.000139942,100,11000.045314254,0,-0.0024023,-0.001,39.972369313,0.848160898,40.19992323,99.99,10000.042983225,180,-0.0015977,0,22.008352501,0,0.155254635,0.000598852,0.833854963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155254635,0.000598852,0.833854963,1,0,0,0,0,0,0,0,0,40.199771158,99.98973778,10023.775319667,1
286.666666667,22252.663491349,40.000145939,100,11000.045079204,0,-0.002162453,-0.001,39.972852535,0.852238291,40.199920112,99.99,10000.041812773,180,-0.001837547,0,22.00994023,0,0.152644144,0.000582258,0.838697227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152644144,0.000582258,0.838697227,1,0,0,0,0,0,0,0,0,40.199767862,99.989737792,10023.773060312,1
303.333333333,22251.643252677,40.000151935,100,11000.044769083,0,-0.001845214,-0.001077393,39.97332462,0.856625257,40.199916916,99.99,10000.040641547,180,-0.002077393,0,22.011539097,0,0.150038219,0.000565836,0.843700778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150038219,0.000565836,0.843700778,1,0,0,0,0,0,0,0,0,40.199764567,99.989737804,10023.770794765,1
320,22250.604974645,40.000157931,100,11000.044301382,0,-0.00136552,-0.00131724,39.973773326,0.861662037,40.199913559,99.99,10000.039468697,180,-0.00231724,0,22.013161342,0,0.147441879,0.000549777,0.849042883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147441879,0.000549777,0.849042883,1,0,0,0,0,0,0,0,0,40.199761271,99.989737816,10023.768516221,1
336.666666667,22249.566696784,40.000163927,100,11000.043833681,0,-0.000885827,-0.001557087,39.974222032,0.866698817,40.199910201,99.99,10000.038295847,180,-0.002557087,0,22.014783587,0,0.144845539,0.000533717,0.854384988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144845539,0.000533717,0.854384988,1,0,0,0,0,0,0,0,0,40.199757976,99.989737828,10023.766237678,1
353.333333333,22248.528419096,40.000169923,100,11000.04336598,0,-0.000406134,-0.001796933,39.974670738,0.871735596,40.199906843,99.99,10000.037122997,180,-0.002796933,0,22.016405832,0,0.142249199,0.000517658,0.859727092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142249199,0.000517658,0.859727092,1,0,0,0,0,0,0,0,0,40.19975468,99.98973784,10023.763959135,1
370,22247.490144787,40.000175919,100,11000.042933956,0,0.000110339,-0.00203678,39.975124737,0.875779321,40.199903485,99.99,10000.03591447,180,-0.003,0,22.018022784,0,0.140185246,0.000501763,0.864008283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140185246,0.000501763,0.864008283,1,0,0,0,0,0,0,0,0,40.199751385,99.989737852,10023.761641237,1
386.666666667,22246.45188836,40.000181916,100,11000.042698906,0,0.000829879,-0.002276626,39.975607959,0.874340241,40.199900127,99.99,10000.034508969,180,-0.003,0,22.019610513,0,0.141060687,0.000486774,0.862432011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141060687,0.000486774,0.862432011,1,0,0,0,0,0,0,0,0,40.199748089,99.989737864,10023.759106058,1
403.333333333,22245.413632107,40.000187912,100,11000.042463856,0,0.001549419,-0.002516473,39.976091181,0.872901161,40.199896769,99.99,10000.033103467,180,-0.003,0,22.021198242,0,0.141936127,0.000471785,0.860855739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141936127,0.000471785,0.860855739,1,0,0,0,0,0,0,0,0,40.199744794,99.989737876,10023.756570879,1
420,22244.375376028,40.000193908,100,11000.042228807,0,0.002268959,-0.00275632,39.976574403,0.871462081,40.199893412,99.99,10000.031697966,180,-0.003,0,22.022785971,0,0.142811567,0.000456796,0.859279466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142811567,0.000456796,0.859279466,1,0,0,0,0,0,0,0,0,40.199741498,99.989737888,10023.7540357,1
436.666666667,22243.337120124,40.000199904,100,11000.041993757,0,0.002988499,-0.002996166,39.977057625,0.870023001,40.199890054,99.99,10000.030292465,180,-0.003,0,22.024373701,0,0.143687008,0.000441808,0.857703194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143687008,0.000441808,0.857703194,1,0,0,0,0,0,0,0,0,40.199738203,99.9897379,10023.751500521,1
453.333333333,22242.3250623,40.000205664,100,11000.041761067,0,0.004180066,-0.003236013,39.977574811,0.868347908,40.199886696,99.99,10000.028886963,180,-0.003236013,0,22.025995394,0,0.144558908,0.000427831,0.855935515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144558908,0.000427831,0.855935515,1,0,0,0,0,0,0,0,0,40.199734905,99.989737912,10023.7489441,1
470,22241.313430173,40.000211421,100,11000.041528416,0,0.005379299,-0.00347586,39.978092548,0.866668982,40.199883338,99.99,10000.027481462,180,-0.00347586,0,22.027617639,0,0.14543075,0.000413871,0.854164727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14543075,0.000413871,0.854164727,1,0,0,0,0,0,0,0,0,40.199731607,99.989737924,10023.746387335,1
486.666666667,22240.301798212,40.000217177,100,11000.041295765,0,0.006578532,-0.003715706,39.978610286,0.864990055,40.19987998,99.99,10000.02607596,180,-0.003715706,0,22.029239884,0,0.146302593,0.000399911,0.852393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146302593,0.000399911,0.852393939,1,0,0,0,0,0,0,0,0,40.199728309,99.989737936,10023.743830569,1
503.333333333,22239.290166416,40.000222933,100,11000.041063114,0,0.007777765,-0.003955553,39.979128024,0.863311128,40.199876622,99.99,10000.024670459,180,-0.003955553,0,22.030862129,0,0.147174435,0.000385951,0.850623152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147174435,0.000385951,0.850623152,1,0,0,0,0,0,0,0,0,40.199725011,99.989737948,10023.741273804,1
520,22238.278543129,40.000228885,100,11000.040637017,0,0.009172398,-0.0041954,39.979645762,0.861436802,40.19987346,99.99,10000.022883928,180,-0.0041954,0,22.032456254,0,0.148046278,0.00037279,0.848620033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148046278,0.00037279,0.848620033,1,0,0,0,0,0,0,0,0,40.199922961,99.98988703,10009.201583942,1
536.666666667,22237.266921906,40.000234881,100,11000.040166917,0,0.010611478,-0.004435246,39.9801635,0.859518029,40.199870342,99.99,10000.021010726,180,-0.004435246,0,22.034043984,0,0.148918121,0.000359812,0.846564068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148918121,0.000359812,0.846564068,1,0,0,0,0,0,0,0,0,40.200166689,99.990070021,9991.355181973,1
553.333333333,22236.255300849,40.000240877,100,11000.039696818,0,0.012050558,-0.004675093,39.980681237,0.857599256,40.199867224,99.99,10000.019137523,180,-0.004675093,0,22.035631713,0,0.149789963,0.000346833,0.844508102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149789963,0.000346833,0.844508102,1,0,0,0,0,0,0,0,0,40.200410416,99.990253012,9973.508780005,2
570,22235.243679959,40.000246873,100,11000.039226718,0,0.013489638,-0.00491494,39.981198975,0.855680482,40.199864106,99.99,10000.017264321,180,-0.00491494,0,22.037219442,0,0.150661806,0.000333854,0.842452137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150661806,0.000333854,0.842452137,1,0,0,0,0,0,0,0,0,40.200654143,99.990436003,9955.662378036,2
586.666666667,22234.214877887,40.00025287,100,11000.038758167,0,0.014928718,-0.005154786,39.981694438,0.855773932,40.199860833,99.99,10000.015391118,180,-0.005154786,0,22.038829446,0,0.15041702,0.000321454,0.842591042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15041702,0.000321454,0.842591042,1,0,0,0,0,0,0,0,0,40.20073845,99.990500885,9949.333485347,2
603.333333333,22233.176634264,40.000258866,100,11000.038290466,0,0.016367798,-0.005394633,39.98217766,0.856973165,40.199857475,99.99,10000.013517916,180,-0.005394633,0,22.040451691,0,0.149558608,0.000309371,0.843936102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149558608,0.000309371,0.843936102,1,0,0,0,0,0,0,0,0,40.20073515,99.990500861,9949.333848474,2
620,22232.138390818,40.000264862,100,11000.037822765,0,0.017806878,-0.00563448,39.982660882,0.858172398,40.199854117,99.99,10000.011644714,180,-0.00563448,0,22.042073936,0,0.148700197,0.000297289,0.845281162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148700197,0.000297289,0.845281162,1,0,0,0,0,0,0,0,0,40.20073185,99.990500837,9949.334211602,2
636.666666667,22231.100147547,40.000270858,100,11000.037355064,0,0.019245958,-0.005874326,39.983144104,0.859371632,40.199850759,99.99,10000.009771511,180,-0.005874326,0,22.043696181,0,0.147841786,0.000285207,0.846626222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147841786,0.000285207,0.846626222,1,0,0,0,0,0,0,0,0,40.200728549,99.990500813,9949.33457473,2
653.333333333,22230.061909485,40.000276854,100,11000.036887363,0,0.020799211,-0.006228346,39.983627326,0.861255903,40.199847402,99.99,10000.007786419,180,-0.006114173,0,22.045301996,0,0.146642226,0.000273528,0.848721171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146642226,0.000273528,0.848721171,1,0,0,0,0,0,0,0,0,40.200725249,99.990500789,9949.334839783,2
670,22229.023677139,40.00028285,100,11000.036419662,0,0.022478138,-0.006708039,39.984110547,0.863894216,40.199844044,99.99,10000.005678167,180,-0.00635402,0,22.046889725,0,0.145067153,0.000262294,0.851641543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145067153,0.000262294,0.851641543,1,0,0,0,0,0,0,0,0,40.200721949,99.990500765,9949.334996883,2
686.666666667,22227.985444971,40.000288847,100,11000.035951961,0,0.024157064,-0.007187733,39.984593769,0.86653253,40.199840686,99.99,10000.003569915,180,-0.006593866,0,22.048477454,0,0.14349208,0.00025106,0.854561916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14349208,0.00025106,0.854561916,1,0,0,0,0,0,0,0,0,40.200718648,99.990500741,9949.335153982,2
703.333333333,22226.947212979,40.000294843,100,11000.03548426,0,0.025835991,-0.007667426,39.985076991,0.869170843,40.199837328,99.99,10000.001461663,180,-0.006833713,0,22.050065183,0,0.141917007,0.000239826,0.857482289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141917007,0.000239826,0.857482289,1,0,0,0,0,0,0,0,0,40.200715348,99.990500717,9949.335311082,2
720,22225.908984361,40.000300839,100,11000.035015823,0,0.027514917,-0.008147119,39.98518971,0.870705761,40.19983397,99.99,9999.999281617,180,-0.00707356,0,22.051663498,0,0.123473259,0.000228842,0.859671626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123473259,0.000228842,0.859671626,1,0,0,0,0,0,0,0,0,40.200712047,99.990500693,9949.335404994,2
736.666666667,22224.870763148,40.000306835,100,11000.034545724,0,0.029193844,-0.008626813,39.984464877,0.869746375,40.199830612,99.99,9999.996939274,180,-0.007313406,0,22.053285743,0,0.066896622,0.000218426,0.860208403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066896622,0.000218426,0.860208403,1,0,0,0,0,0,0,0,0,40.200708744,99.990500669,9949.335356065,2
753.333333333,22223.832542114,40.000312831,100,11000.034075624,0,0.030872771,-0.009106506,39.983740044,0.868786988,40.199827254,99.99,9999.994596932,180,-0.007553253,0,22.054907988,0,0.010319985,0.00020801,0.86074518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010319985,0.00020801,0.86074518,1,0,0,0,0,0,0,0,0,40.200705442,99.990500645,9949.335307136,2
770,22222.794321256,40.000318827,100,11000.033605525,0,0.032551697,-0.009586199,39.983015211,0.867827602,40.199823897,99.99,9999.992254589,180,-0.0077931,0,22.056530233,0,-0.046256651,0.000197593,0.861281957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046256651,0.000197593,0.861281957,1,0,0,0,0,0,0,0,0,40.200702139,99.990500621,9949.335258208,2
786.666666667,22221.759757647,40.000324824,100,11000.033135755,0,0.034230624,-0.010032946,39.982342532,0.866868215,40.199820572,99.99,9999.98991228,180,-0.008032946,0,22.058147737,0,-0.095131411,0.00018728,0.861600761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095131411,0.00018728,0.861600761,1,0,0,0,0,0,0,0,0,40.200698837,99.990500597,9949.335213035,2
803.333333333,22220.748160365,40.00033082,100,11000.032668054,0,0.035909551,-0.010272793,39.981997373,0.865908828,40.199817454,99.99,9999.987570177,180,-0.008272793,0,22.059735466,0,-0.095638903,0.000177616,0.860550713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095638903,0.000177616,0.860550713,1,0,0,0,0,0,0,0,0,40.200695536,99.990500573,9949.335191449,2
820,22219.736563253,40.000336816,100,11000.032200353,0,0.037588477,-0.01051264,39.981652215,0.864949442,40.199814336,99.99,9999.985228074,180,-0.00851264,0,22.061323196,0,-0.096146394,0.000167951,0.859500664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096146394,0.000167951,0.859500664,1,0,0,0,0,0,0,0,0,40.200692236,99.990500549,9949.335169862,2
836.666666667,22218.724966309,40.000342812,100,11000.031732652,0,0.039267404,-0.010752486,39.981307056,0.863990055,40.199811218,99.99,9999.982885972,180,-0.008752486,0,22.062910925,0,-0.096653886,0.000158287,0.858450615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096653886,0.000158287,0.858450615,1,0,0,0,0,0,0,0,0,40.200688936,99.990500525,9949.335148276,2
853.333333333,22217.713369535,40.000348808,100,11000.031264951,0,0.04094633,-0.010992333,39.980961897,0.863030668,40.1998081,99.99,9999.980543869,180,-0.008992333,0,22.064498654,0,-0.097161377,0.000148622,0.857400567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097161377,0.000148622,0.857400567,1,0,0,0,0,0,0,0,0,40.200685635,99.990500501,9949.33512669,2
870,22216.676011086,40.000354804,100,11000.03079725,359.99976782,0.042857437,-0.011464359,39.980616739,0.863464359,40.199804749,99.99,9999.977974927,180,-0.00923218,0,22.066119796,0,-0.098396403,0.000139637,0.857711322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098396403,0.000139637,0.857711322,1,0,0,0,0,0,0,0,0,40.200682331,99.990500477,9949.334900554,2
886.666666667,22215.637802103,40.000360801,100,11000.030329549,359.999527974,0.04477621,-0.011944052,39.98027158,0.863944052,40.199801392,99.99,9999.975398494,180,-0.009472026,0,22.067742041,0,-0.099655454,0.000130675,0.858067015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099655454,0.000130675,0.858067015,1,0,0,0,0,0,0,0,0,40.200679025,99.990500453,9949.334667663,2
903.333333333,22214.599593298,40.000366797,100,11000.029861848,359.999288127,0.046694983,-0.012423746,39.979926422,0.864423746,40.199798034,99.99,9999.972822062,180,-0.009711873,0,22.069364286,0,-0.100914506,0.000121713,0.858422707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100914506,0.000121713,0.858422707,1,0,0,0,0,0,0,0,0,40.20067572,99.990500429,9949.334434771,2
920,22213.561384672,40.000372793,100,11000.029394147,359.99904828,0.048613756,-0.012903439,39.979581263,0.864903439,40.199794676,99.99,9999.970245629,180,-0.00995172,0,22.070986531,0,-0.102173557,0.000112751,0.8587784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102173557,0.000112751,0.8587784,1,0,0,0,0,0,0,0,0,40.200672415,99.990500405,9949.33420188,2
936.666666667,22212.5231762,40.000378789,100,11000.028738711,359.999,0.05053253,-0.013383132,39.979180969,0.866915662,40.199791318,99.99,9999.967482036,180,-0.010191566,0,22.072608776,0,-0.103812981,0.00010431,0.860689227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103812981,0.00010431,0.860689227,1,0,0,0,0,0,0,0,0,40.200669112,99.990500383,9949.333799836,2
953.333333333,22211.484967899,40.000384785,100,11000.02803596,359.999,0.052451303,-0.013862826,39.978766779,0.869314129,40.19978796,99.99,9999.964671273,180,-0.010431413,0,22.074231021,0,-0.105548272,0.000096,0.862991995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105548272,0.000096,0.862991995,1,0,0,0,0,0,0,0,0,40.200665809,99.990500361,9949.333355161,2
970,22210.446759779,40.000390781,100,11000.02733321,359.999,0.054370076,-0.014342519,39.978352589,0.871712595,40.199784602,99.99,9999.96186051,180,-0.01067126,0,22.075853266,0,-0.107283563,0.00008769,0.865294763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107283563,0.00008769,0.865294763,1,0,0,0,0,0,0,0,0,40.200662507,99.99050034,9949.332910485,2
986.666666667,22209.408551837,40.000396778,100,11000.026630459,359.999,0.056288849,-0.014822212,39.977938398,0.874111062,40.199781245,99.99,9999.959049747,180,-0.010911106,0,22.077475511,0,-0.109018853,0.00007938,0.86759753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109018853,0.00007938,0.86759753,1,0,0,0,0,0,0,0,0,40.200659204,99.990500318,9949.332465809,2
1003.333333333,22208.370357303,40.000402774,100,11000.026074132,359.999,0.058207623,-0.015301906,39.977545932,0.87605667,40.199777887,99.99,9999.956091654,180,-0.011150953,0,22.079076033,0,-0.110235923,0.000071454,0.869425702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110235923,0.000071454,0.869425702,1,0,0,0,0,0,0,0,0,40.200655898,99.990500295,9949.331886182,2
