schema_version,case_id,band,atmosphere_model,aerosol_model,humidity_profile,target_alt_km,visibility_km,solar_zenith_deg,direct_shortwave_solar_irradiance_W_m2,diffuse_shortwave_down_irradiance_W_m2,flux_direct_horizontal_qc_W_m2,irradiance_unit,spectral_range_um,response_mode,direct_source_field,diffuse_source_field,flux_direct_policy,raw_solar_unit,raw_flux_unit,conversion_method,source_case_ids,source_files,source_sha256
1,SWHEAT_tar5_vis5_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,5,5,45,1057.22377655,211.55566317,654.492486525,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar5_vis5_aerRural_humdefault_sza45;SWHEAT_flux_tar5_vis5_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar5_vis5_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar5_vis5_aerRural_humdefault_sza45\spectral_flux.flx,21c41359f50f8f4546946076cc9c467974a22f37868e3f71f53e3de1d86d0cdb;94da9c8eba98115aa3eab22be0ca135979c0e125016e8fee34a636a967b1254c
1,SWHEAT_tar5_vis5_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,5,5,70,926.690385561,155.079301327,224.991345074,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar5_vis5_aerRural_humdefault_sza70;SWHEAT_flux_tar5_vis5_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar5_vis5_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar5_vis5_aerRural_humdefault_sza70\spectral_flux.flx,c5c270e756abaf40d68fb5d5f07d31c86ab6439210f8339a044a7abbf0081c2d;0cef3cfc2807e4fa0e0399319ddfbd861f365c73b89831c44e816d6ddea727e5
1,SWHEAT_tar5_vis23_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,5,23,20,1095.13803771,231.697647136,946.190493312,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar5_vis23_aerRural_humdefault_sza20;SWHEAT_flux_tar5_vis23_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar5_vis23_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar5_vis23_aerRural_humdefault_sza20\spectral_flux.flx,0e33b4b6fb5110cba7064fd27f62602c488c31b36ae59d15c55446ad1a8f619d;cb8e30bbc9affed377ed88aebd7a56094d8bf565a04ba373e04d3a17718112d4
1,SWHEAT_tar5_vis23_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,5,23,45,1057.22377655,210.901635455,654.492486525,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar5_vis23_aerRural_humdefault_sza45;SWHEAT_flux_tar5_vis23_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar5_vis23_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar5_vis23_aerRural_humdefault_sza45\spectral_flux.flx,0c03baef46786e1abf94edaebc943084e57322d83160bbae53fb32aa61af621b;30cb7ffdf9a878dce9b0ef2b111371e6f3b0001e25f9595ee7e7d161db3c57e8
1,SWHEAT_tar5_vis23_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,5,23,70,926.690385561,153.589966413,224.991345074,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar5_vis23_aerRural_humdefault_sza70;SWHEAT_flux_tar5_vis23_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar5_vis23_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar5_vis23_aerRural_humdefault_sza70\spectral_flux.flx,e64e8808c52253779fad3d92d576a3a9acfd9303dbc1ce8c55a24ef28e008ab0;3b05ecf06bd06d730d6d0aefabda3d7820ebce504054c54413bca664bf117015
1,SWHEAT_tar5_vis50_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,5,50,20,1095.13803771,232.218728604,946.190493312,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar5_vis50_aerRural_humdefault_sza20;SWHEAT_flux_tar5_vis50_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar5_vis50_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar5_vis50_aerRural_humdefault_sza20\spectral_flux.flx,68c9b4bd82455b3af2999d3e9b4cee750120cecb750011fa1058e60185b7e312;ff594c8b178a05f2f9d7e31845d9405f22c7acd01c7f970c433e9c816feceb59
1,SWHEAT_tar5_vis50_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,5,50,45,1057.22377655,210.462180632,654.492486525,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar5_vis50_aerRural_humdefault_sza45;SWHEAT_flux_tar5_vis50_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar5_vis50_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar5_vis50_aerRural_humdefault_sza45\spectral_flux.flx,d28a20e94c24e2a8dd7d976e33f1252bf8843ed7950d3b7b953210534fe1a15d;444365464274d0b44c42068f1a17e1851dea646d03a3c24388fe3e439cef8451
1,SWHEAT_tar5_vis50_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,5,50,70,926.690385561,152.500784966,224.991345074,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar5_vis50_aerRural_humdefault_sza70;SWHEAT_flux_tar5_vis50_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar5_vis50_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar5_vis50_aerRural_humdefault_sza70\spectral_flux.flx,dc03079837573db8baf3b1d90969439353edc82a3eaddaa6fad0cb72686d5ebd;b0d58c9d4b90624e011dd24b56bd5986b672c834a49745cb96f33f605f692f34
1,SWHEAT_tar10_vis5_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,5,20,1194.77700146,199.096186068,1034.07066822,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis5_aerRural_humdefault_sza20;SWHEAT_flux_tar10_vis5_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis5_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis5_aerRural_humdefault_sza20\spectral_flux.flx,9b984664a5a61e8e977321450c4e71911ffcc5a883c070ee9b26d1e3302e065d;b11851f662d9eb3b721bf69b1700dddbc4fa1924abb4e7e4d0ec3732477fe5eb
1,SWHEAT_tar10_vis5_sza45,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,5,45,1176.02910866,187.153212139,729.632104052,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis5_aerRural_humdefault_sza45;SWHEAT_flux_tar10_vis5_aerRural_humdefault_sza45,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis5_aerRural_humdefault_sza45\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis5_aerRural_humdefault_sza45\spectral_flux.flx,7e9f03613e50cb0ffc1385200930208e065e5cbdc8444d1e9bef1996fece07ed;2d4e041d9c20fe07ba632bf3abf568e4716392c1b4cc5d9e556987787b366915
1,SWHEAT_tar10_vis5_sza70,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,5,70,1105.85419866,146.704068731,269.219120292,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis5_aerRural_humdefault_sza70;SWHEAT_flux_tar10_vis5_aerRural_humdefault_sza70,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis5_aerRural_humdefault_sza70\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis5_aerRural_humdefault_sza70\spectral_flux.flx,8c1cea2cb5f1c8c15f3d2a9c3346d4b7f32e971e6d7e51f1011ef33aa72f1458;6ace28a006e5b8a534a0abbc1c0da14a9ad60bc57c4f826cbbf871470787db4a
1,SWHEAT_tar10_vis23_sza20,SOLAR_SHORTWAVE_0.30_2.50_UM,Mid-Latitude Summer,Rural,default,10,23,20,1194.77700146,199.941974621,1034.07066822,W/m^2,0.30-2.50,BroadbandIntegral,MODOUT2 SOL TR,.flx DOWNWARD,QC_only_not_added_to_diffuse,W/(cm^2 cm^-1),W/(cm^2 nm),SOL_TR pointwise native*1e8/lambda_um^2; FLX DOWNWARD pointwise native*1e7; wavelength-domain trapezoidal integral 0.30-2.50 um,SWHEAT_direct_tar10_vis23_aerRural_humdefault_sza20;SWHEAT_flux_tar10_vis23_aerRural_humdefault_sza20,D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_direct_tar10_vis23_aerRural_humdefault_sza20\MODOUT2.txt;D:\HwaSimIR\HwaSim_IR\Bin\Config\Atmosphere\MODTRAN\raw\l1_solar_heating_20260907\SWHEAT_flux_tar10_vis23_aerRural_humdefault_sza20\spectral_flux.flx,bd7eb15c902f9a0cfa380855a0d44aca49491e2def8850b932e1b9d12df5ebdf;ba510f5db240ff0e7e00e517b2b1536952cb5093d490ad9c97d92bfb624dea1e
