Time(ms),distanceDAM_RTState(m),RedLat(degree),RedLon(degree),RedAlt(m),RedYaw(degree),RedPitch(degree),RedRoll(degree),RedSpeedAir(km/h),RedFlyOverLoad,MissileLat(degree),MissileLon(degree),MissileAlt(m),MissileYaw(degree),MissilePitch(degree),MissileRoll(degree),MissileSpeedAir(km/h),MissileType,RedFlyOverLoadX,RedFlyOverLoadY,RedFlyOverLoadZ,distanceFF(m),AA,AA,AA,AA,RedPlatAttackAngle(degree),RedFlySideslipAng(degree),strickenFlag,damageFlag,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,synAngRat(degree/s),thetaAngRat(degree/s),phiAngRat(degree/s),synAng_Acc(degree/s^2),thetaAng_Acc(degree/s^2),phiAng_Acc(degree/s^2),PlatOverLoadX,PlatOverLoadY,PlatOverLoadZ,coeT,AA,AA,ViewValid,TrackingState,HitState,OPDrms,AA,AA,TargetLatFake(degree),TargetLonFake(degree),TargetAltFake(m),ladarType
120,22231.258,40.000299,100,11000.03516,360,0.027,-0.008,277.854,0.871,40.199835,99.99,10000,180,-0.007,0,153.231,0,0.140825,0.000232037,0.859507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140825,0.000232037,0.859507,1,0,0,0,0,0,0,0,0,40.20071306,99.9905007,9949.33542,2
130,22226.96,40.000324,100,11000.0332,360,0.034,-0.01,277.833,0.867,40.199821,99.99,9999.990234,180,-0.008,0,153.278,0,-0.0950617,0.000188608,0.861745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950617,0.000188608,0.861745,1,0,0,0,0,0,0,0,0,40.20069929,99.9905006,9949.335216,2
140,22222.662,40.000349,100,11000.03125,360,0.041,-0.011,277.823,0.863,40.199808,99.99,9999.980469,180,-0.009,0,153.324,0,-0.0971776,0.000148313,0.857367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0971776,0.000148313,0.857367,1,0,0,0,0,0,0,0,0,40.20068553,99.9905005,9949.335126,2
150,22218.363,40.000374,100,11000.0293,359.999,0.049,-0.013,277.813,0.865,40.199794,99.99,9999.969727,180,-0.01,0,153.371,0,-0.102427,0.000110947,0.85885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102427,0.000110947,0.85885,1,0,0,0,0,0,0,0,0,40.20067175,99.9905004,9949.334155,2
160,22214.064,40.000399,100,11000.02637,359.999,0.057,-0.015,277.801,0.875,40.19978,99.99,9999.958008,180,-0.011,0,153.418,0,-0.109662,7.63E-05,0.868451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109662,7.63E-05,0.868451,1,0,0,0,0,0,0,0,0,40.20065798,99.99050031,9949.332301,2
170,22209.765,40.000424,100,11000.02441,359.999,0.065,-0.017,277.79,0.882,40.199766,99.99,9999.945313,180,-0.012,0,153.464,0,-0.113464,4.42E-05,0.874908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113464,4.42E-05,0.874908,1,0,0,0,0,0,0,0,0,40.20064419,99.99050021,9949.329553,2
180,22205.465,40.000449,100,11000.02148,359.999,0.072,-0.019,277.779,0.882,40.199752,99.99,9999.932617,180,-0.013,0,153.511,0,-0.11388,1.46E-05,0.874292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11388,1.46E-05,0.874292,1,0,0,0,0,0,0,0,0,40.20063041,99.99050012,9949.326899,2
190,22201.165,40.000474,100,11000.01856,359.999,0.08,-0.022,277.767,0.883,40.199739,99.99,9999.918945,180,-0.015,0,153.558,0,-0.115244,-1.27E-05,0.875178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115244,-1.27E-05,0.875178,1,0,0,0,0,0,0,0,0,40.20061662,99.99050003,9949.323345,2
200,22196.865,40.000499,100,11000.01563,359.999,0.088,-0.024,277.755,0.89,40.199725,99.99,9999.904297,180,-0.016,0,153.605,0,-0.119656,-3.80E-05,0.882235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119656,-3.80E-05,0.882235,1,0,0,0,0,0,0,0,0,40.20060283,99.99049993,9949.318881,2
210,22192.564,40.000524,100,11000.0127,359.999,0.096,-0.027,277.743,0.898,40.199711,99.99,9999.888672,180,-0.017,0,153.651,0,-0.123868,-6.13E-05,0.889135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123868,-6.13E-05,0.889135,1,0,0,0,0,0,0,0,0,40.20058903,99.99049984,9949.313508,2
220,22188.263,40.000549,100,11000.00977,359.999,0.103,-0.029,277.73,0.9,40.199697,99.99,9999.873047,180,-0.018,0,153.698,0,-0.125559,-8.27E-05,0.890885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125559,-8.27E-05,0.890885,1,0,0,0,0,0,0,0,0,40.20057523,99.99049975,9949.308206,2
230,22183.962,40.000574,100,11000.00684,359.999,0.111,-0.032,277.718,0.901,40.199683,99.99,9999.856445,180,-0.02,0,153.745,0,-0.126994,-0.000102288,0.891828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126994,-0.000102288,0.891828,1,0,0,0,0,0,0,0,0,40.20056142,99.99049966,9949.301987,2
240,22179.661,40.000599,100,11000.00293,359.999,0.118,-0.035,277.704,0.906,40.19967,99.99,9999.838867,180,-0.021,0,153.792,0,-0.131368,-0.000120311,0.896817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131368,-0.000120311,0.896817,1,0,0,0,0,0,0,0,0,40.20054761,99.99049957,9949.294849,2
250,22175.359,40.000624,100,11000,359.999,0.125,-0.037,277.691,0.913,40.199656,99.99,9999.820313,180,-0.023,0,153.839,0,-0.135384,-0.000136807,0.90308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135384,-0.000136807,0.90308,1,0,0,0,0,0,0,0,0,40.2005338,99.99049949,9949.286782,2
260,22171.057,40.000649,100,10999.99609,359.999,0.133,-0.04,277.677,0.917,40.199642,99.99,9999.801758,180,-0.024,0,153.886,0,-0.13778,-0.000151805,0.906106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13778,-0.000151805,0.906106,1,0,0,0,0,0,0,0,0,40.20051998,99.9904994,9949.278774,2
270,22166.755,40.000673,100,10999.99316,359.999,0.14,-0.043,277.663,0.918,40.199628,99.99,9999.782227,180,-0.025,0,153.933,0,-0.139408,-0.000165423,0.907405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139408,-0.000165423,0.907405,1,0,0,0,0,0,0,0,0,40.20050616,99.99049931,9949.269832,2
280,22162.452,40.000698,100,10999.98926,359.999,0.146,-0.046,277.649,0.922,40.199614,99.99,9999.762695,180,-0.027,0,153.98,0,-0.142194,-0.000177805,0.910951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142194,-0.000177805,0.910951,1,0,0,0,0,0,0,0,0,40.20049233,99.99049922,9949.260942,2
290,22158.149,40.000723,100,10999.98535,359.999,0.153,-0.049,277.633,0.928,40.199601,99.99,9999.741211,180,-0.028,0,154.027,0,-0.149346,-0.000189013,0.916177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149346,-0.000189013,0.916177,1,0,0,0,0,0,0,0,0,40.2004785,99.99049914,9949.250133,2
300,22153.846,40.000748,100,10999.98145,359.998,0.159,-0.052,277.618,0.933,40.199587,99.99,9999.719727,180,-0.03,0,154.074,0,-0.154674,-0.00019906,0.919693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154674,-0.00019906,0.919693,1,0,0,0,0,0,0,0,0,40.20046467,99.99049905,9949.239367,2
310,22149.542,40.000773,100,10999.97754,359.998,0.166,-0.056,277.602,0.935,40.199573,99.99,9999.698242,180,-0.031,0,154.121,0,-0.156474,-0.000208016,0.921357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156474,-0.000208016,0.921357,1,0,0,0,0,0,0,0,0,40.20045083,99.99049897,9949.228642,2
320,22145.239,40.000798,100,10999.97363,359.998,0.172,-0.059,277.586,0.938,40.199559,99.99,9999.674805,180,-0.033,0,154.168,0,-0.158784,-0.000215996,0.923967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158784,-0.000215996,0.923967,1,0,0,0,0,0,0,0,0,40.20043699,99.99049888,9949.215992,2
330,22140.935,40.000823,100,10999.96973,359.998,0.178,-0.062,277.57,0.942,40.199545,99.99,9999.651367,180,-0.034,0,154.216,0,-0.161835,-0.000223065,0.928137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161835,-0.000223065,0.928137,1,0,0,0,0,0,0,0,0,40.20042314,99.9904988,9949.203377,2
340,22136.63,40.000848,100,10999.96582,359.998,0.184,-0.066,277.553,0.946,40.199531,99.99,9999.626953,180,-0.035,0,154.263,0,-0.163337,-0.000229233,0.931647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163337,-0.000229233,0.931647,1,0,0,0,0,0,0,0,0,40.20040929,99.99049872,9949.189813,2
350,22132.326,40.000873,100,10999.96191,359.998,0.19,-0.069,277.537,0.948,40.199517,99.99,9999.602539,180,-0.037,0,154.31,0,-0.164076,-0.000234538,0.933606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164076,-0.000234538,0.933606,1,0,0,0,0,0,0,0,0,40.20039543,99.99049863,9949.176281,2
360,22128.021,40.000898,100,10999.95801,359.998,0.195,-0.072,277.52,0.95,40.199504,99.99,9999.577148,180,-0.038,0,154.357,0,-0.164906,-0.000239064,0.935703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164906,-0.000239064,0.935703,1,0,0,0,0,0,0,0,0,40.20038157,99.99049855,9949.161797,2
370,22123.716,40.000923,100,10999.95313,359.998,0.201,-0.076,277.504,0.954,40.19949,99.99,9999.550781,180,-0.04,0,154.405,0,-0.166287,-0.000242874,0.938959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166287,-0.000242874,0.938959,1,0,0,0,0,0,0,0,0,40.20036771,99.99049847,9949.146362,2
380,22119.41,40.000948,100,10999.94922,359.998,0.206,-0.079,277.487,0.957,40.199476,99.99,9999.524414,180,-0.041,0,154.452,0,-0.167595,-0.000245981,0.942159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167595,-0.000245981,0.942159,1,0,0,0,0,0,0,0,0,40.20035384,99.99049839,9949.130948,2
390,22115.105,40.000973,100,10999.94434,359.998,0.211,-0.083,277.469,0.96,40.199462,99.99,9999.49707,180,-0.043,0,154.499,0,-0.173125,-0.000248405,0.944252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173125,-0.000248405,0.944252,1,0,0,0,0,0,0,0,0,40.20033997,99.9904983,9949.114581,2
400,22110.799,40.000998,100,10999.94043,359.998,0.216,-0.086,277.451,0.963,40.199448,99.99,9999.46875,180,-0.044,0,154.547,0,-0.178478,-0.000250202,0.946063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178478,-0.000250202,0.946063,1,0,0,0,0,0,0,0,0,40.20032609,99.99049822,9949.097251,2
410,22106.493,40.001022,100,10999.93555,359.998,0.221,-0.09,277.433,0.966,40.199434,99.99,9999.439453,180,-0.046,0,154.594,0,-0.184115,-0.000251428,0.948569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184115,-0.000251428,0.948569,1,0,0,0,0,0,0,0,0,40.20031221,99.99049814,9949.078963,2
420,22102.186,40.001047,100,10999.93164,359.998,0.225,-0.094,277.414,0.969,40.19942,99.99,9999.410156,180,-0.047,0,154.642,0,-0.186899,-0.000252101,0.95129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186899,-0.000252101,0.95129,1,0,0,0,0,0,0,0,0,40.20029833,99.99049806,9949.060688,2
430,22097.88,40.001072,100,10999.92676,359.998,0.23,-0.097,277.395,0.972,40.199406,99.99,9999.379883,180,-0.049,0,154.689,0,-0.188758,-0.000252233,0.953341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188758,-0.000252233,0.953341,1,0,0,0,0,0,0,0,0,40.20028444,99.99049798,9949.041454,2
440,22093.573,40.001097,100,10999.92285,359.998,0.234,-0.101,277.376,0.974,40.199393,99.99,9999.349609,180,-0.05,0,154.737,0,-0.191277,-0.000251862,0.95499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191277,-0.000251862,0.95499,1,0,0,0,0,0,0,0,0,40.20027055,99.9904979,9949.022231,2
450,22089.266,40.001122,100,10999.91797,359.998,0.239,-0.105,277.356,0.976,40.199379,99.99,9999.318359,180,-0.051,0,154.784,0,-0.1931,-0.000251031,0.957002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1931,-0.000251031,0.957002,1,0,0,0,0,0,0,0,0,40.20025665,99.99049782,9949.002044,2
460,22084.958,40.001147,100,10999.91309,359.998,0.243,-0.108,277.337,0.979,40.199365,99.99,9999.286133,180,-0.053,-0.001,154.832,0,-0.195024,-0.000249762,0.959284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195024,-0.000249762,0.959284,1,0,0,0,0,0,0,0,0,40.20024275,99.99049774,9948.980889,2
470,22080.651,40.001172,100,10999.9082,359.998,0.247,-0.112,277.317,0.981,40.199351,99.99,9999.253906,180,-0.054,-0.001,154.879,0,-0.196739,-0.000248063,0.9612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196739,-0.000248063,0.9612,1,0,0,0,0,0,0,0,0,40.20022884,99.99049766,9948.959745,2
480,22076.343,40.001197,100,10999.9043,359.998,0.251,-0.116,277.297,0.983,40.199337,99.99,9999.220703,180,-0.056,-0.001,154.927,0,-0.197091,-0.000245958,0.962719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197091,-0.000245958,0.962719,1,0,0,0,0,0,0,0,0,40.20021493,99.99049758,9948.937625,2
490,22072.035,40.001222,100,10999.89941,359.998,0.255,-0.12,277.277,0.984,40.199323,99.99,9999.186523,180,-0.057,-0.001,154.975,0,-0.197484,-0.00024348,0.96436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197484,-0.00024348,0.96436,1,0,0,0,0,0,0,0,0,40.20020102,99.9904975,9948.914537,2
500,22067.727,40.001247,100,10999.89453,359.997,0.258,-0.124,277.257,0.986,40.199309,99.99,9999.152344,180,-0.058,-0.001,155.022,0,-0.197972,-0.000240652,0.966251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197972,-0.000240652,0.966251,1,0,0,0,0,0,0,0,0,40.2001871,99.99049742,9948.891455,2
510,22063.418,40.001271,100,10999.88965,359.997,0.262,-0.127,277.237,0.988,40.199295,99.99,9999.117188,180,-0.06,-0.001,155.07,0,-0.199508,-0.000237481,0.967982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199508,-0.000237481,0.967982,1,0,0,0,0,0,0,0,0,40.20017318,99.99049734,9948.867398,2
520,22059.109,40.001296,100,10999.88477,359.997,0.265,-0.131,277.217,0.99,40.199281,99.99,9999.081055,180,-0.061,-0.001,155.118,0,-0.200858,-0.000233981,0.969379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200858,-0.000233981,0.969379,1,0,0,0,0,0,0,0,0,40.20015925,99.99049726,9948.842366,2
530,22054.8,40.001321,100,10999.87988,359.997,0.269,-0.135,277.197,0.992,40.199267,99.99,9999.044922,180,-0.063,-0.001,155.166,0,-0.202175,-0.000230178,0.970747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202175,-0.000230178,0.970747,1,0,0,0,0,0,0,0,0,40.20014532,99.99049718,9948.817337,2
540,22050.491,40.001346,100,10999.875,359.997,0.272,-0.139,277.176,0.993,40.199253,99.99,9999.007813,180,-0.064,-0.001,155.213,0,-0.203551,-0.000226092,0.972288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203551,-0.000226092,0.972288,1,0,0,0,0,0,0,0,0,40.20013139,99.9904971,9948.791329,2
550,22046.182,40.001371,100,10999.87012,359.997,0.275,-0.143,277.156,0.995,40.199239,99.99,9998.970703,180,-0.065,-0.001,155.261,0,-0.204879,-0.000221731,0.973791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204879,-0.000221731,0.973791,1,0,0,0,0,0,0,0,0,40.20011745,99.99049702,9948.765323,2
560,22041.872,40.001396,100,10999.86523,359.997,0.279,-0.147,277.135,0.997,40.199226,99.99,9998.932617,180,-0.067,-0.001,155.309,0,-0.206063,-0.000217105,0.975056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206063,-0.000217105,0.975056,1,0,0,0,0,0,0,0,0,40.2001035,99.99049694,9948.738337,2
570,22037.562,40.001421,100,10999.86035,359.997,0.282,-0.15,277.114,0.998,40.199212,99.99,9998.893555,180,-0.068,-0.001,155.357,0,-0.207179,-0.000212231,0.976225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207179,-0.000212231,0.976225,1,0,0,0,0,0,0,0,0,40.20008956,99.99049686,9948.710369,2
580,22033.252,40.001446,100,10999.85547,359.997,0.285,-0.154,277.093,0.999,40.199198,99.99,9998.854492,180,-0.069,-0.001,155.405,0,-0.208317,-0.000207128,0.977489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208317,-0.000207128,0.977489,1,0,0,0,0,0,0,0,0,40.20007561,99.99049678,9948.6824,2
590,22028.942,40.001471,100,10999.85059,359.997,0.287,-0.158,277.072,1.001,40.199184,99.99,9998.814453,180,-0.071,-0.001,155.453,0,-0.209434,-0.000201803,0.978768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209434,-0.000201803,0.978768,1,0,0,0,0,0,0,0,0,40.20006165,99.9904967,9948.653448,2
600,22024.631,40.001495,100,10999.8457,359.997,0.29,-0.162,277.051,1.002,40.19917,99.99,9998.774414,180,-0.072,-0.001,155.501,0,-0.210083,-0.000196264,0.979892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210083,-0.000196264,0.979892,1,0,0,0,0,0,0,0,0,40.20004769,99.99049662,9948.624492,2
610,22020.32,40.00152,100,10999.84082,359.997,0.293,-0.166,277.03,1.003,40.199156,99.99,9998.733398,180,-0.073,-0.001,155.549,0,-0.209591,-0.000190524,0.980902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209591,-0.000190524,0.980902,1,0,0,0,0,0,0,0,0,40.20003373,99.99049654,9948.594552,2
620,22016.009,40.001545,100,10999.83594,359.997,0.296,-0.17,277.009,1.004,40.199142,99.99,9998.691406,180,-0.074,-0.001,155.597,0,-0.207486,-0.000184596,0.981948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207486,-0.000184596,0.981948,1,0,0,0,0,0,0,0,0,40.20001976,99.99049646,9948.563626,2
630,22011.698,40.00157,100,10999.83106,359.997,0.298,-0.173,276.989,1.004,40.199128,99.99,9998.649414,180,-0.076,-0.001,155.645,0,-0.205408,-0.00017849,0.983032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205408,-0.00017849,0.983032,1,0,0,0,0,0,0,0,0,40.20000579,99.99049638,9948.532694,2
640,22007.386,40.001595,100,10999.82617,359.997,0.301,-0.177,276.968,1.005,40.199114,99.99,9998.606445,180,-0.077,-0.001,155.693,0,-0.203297,-0.000172212,0.984037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203297,-0.000172212,0.984037,1,0,0,0,0,0,0,0,0,40.19999181,99.99049631,9948.500775,2
650,22003.075,40.00162,100,10999.82031,359.997,0.303,-0.181,276.948,1.005,40.1991,99.99,9998.5625,180,-0.078,-0.001,155.741,0,-0.201352,-0.00016577,0.984933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201352,-0.00016577,0.984933,1,0,0,0,0,0,0,0,0,40.19997783,99.99049623,9948.467873,2
660,21998.763,40.001645,100,10999.81543,359.997,0.305,-0.185,276.928,1.006,40.199086,99.99,9998.518555,180,-0.079,-0.001,155.789,0,-0.199705,-0.000159175,0.985815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199705,-0.000159175,0.985815,1,0,0,0,0,0,0,0,0,40.19996384,99.99049615,9948.434958,2
670,21994.45,40.00167,100,10999.81055,359.997,0.308,-0.189,276.908,1.007,40.199072,99.99,9998.474609,180,-0.081,-0.002,155.837,0,-0.20253,-0.000152435,0.986721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20253,-0.000152435,0.986721,1,0,0,0,0,0,0,0,0,40.19994985,99.99049607,9948.402035,2
